noise_std,mean,std,count
0.05,0.0879886565936431,0.13950667385370827,24000
0.05,0.09952008452793867,0.14335849038778045,16128
0.25,0.1107012562600109,0.11607452369462917,7872
0.25,0.12629605926976573,0.1337847751968774,24000
0.2,0.1109663452827485,0.13204242823410928,15744
0.25,0.1354021297040202,0.13310108629885467,8256
0.2,0.12037910413438169,0.13126675426367151,24000
0.2,0.15416221935747573,0.17305220399983143,384
0.3,0.12877780393485366,0.12985291583938774,23616
0.0,0.07390390943987908,0.1304276696543441,7488
0.3,0.13944838113779573,0.1292408714118648,16512
0,0.08370258137130562,0.14747455968936024,24000
0.0,0.09625433330393929,0.15157143880574378,8640
0.15,0.10133139218903096,0.13156334496870223,15360
0.15,0.11271197919306869,0.135038936665306,24000
0.1,0.09580220482777167,0.13626110718224502,23232
0.15,0.1385591002886234,0.16308261690404321,768
0.05,0.08069823656558585,0.12586422186353285,7104
0.1,0.1075923434363786,0.13870166175432908,16896
0.05,0.09139242129638155,0.1418073180722133,24000
0.05,0.10516184073176597,0.14972764225902693,9024
0.25,0.11745452284366574,0.128805494614128,14976
0.25,0.12901504871444144,0.13079982847830582,24000
0.2,0.11196140424429259,0.13178077939395652,22848
0.25,0.13837815505167242,0.14490932666941225,1152
0.2,0.12345343593350665,0.13230529161809507,17280
0.3,0.11670697368365202,0.11387500928323162,6720
0.3,0.13289931896634435,0.1316345846142334,24000
0.0,0.07673313061387238,0.14228555330321024,14592
0.3,0.14584181537114868,0.13447540421928528,9408
0,0.08812784632295483,0.14619351673745537,24000
0.0,0.1036026776527456,0.16092989039626598,1536
0.15,0.10436901047829972,0.13437486540278798,22464
0.1,0.08029438627895716,0.10743499822931538,6336
0.15,0.11460539493963355,0.13438992306407227,17664
0.1,0.10200206631071133,0.1416512325578106,24000
0.05,0.08515317386152238,0.13922205608959295,14208
0.1,0.11100672967861804,0.14281015641904668,9792
0.05,0.09602253672945837,0.1414026537689167,24000
0.05,0.10579677211005244,0.1496947323551791,1920
0.25,0.12061719790783798,0.13177186841563993,22080
0.2,0.09522176953332497,0.10569003109451024,5952
0.25,0.1300038392800741,0.1294353069306435,18048
0.2,0.1186307283903038,0.1362902922143997,24000
0.2,0.12515947321212234,0.1350662395673385,10176
0.3,0.12309629762556991,0.12629884868637706,13824
0.3,0.1388825014582279,0.1309574557277676,24000
0.0,0.07991074441096448,0.14533011690872422,21696
0.3,0.14107038262356278,0.1331999386612793,2304
0.0,0.09006881270632,0.14557808149181534,18432
0.15,0.08841206604925576,0.10872009124659335,5568
0.15,0.11018663159712924,0.1384133062830813,24000
0.1,0.09206893060955268,0.13290102100567613,13440
0.15,0.11618700396399446,0.13657530765939022,10560
0.1,0.1040824909027814,0.13879334068433025,24000
0.05,0.08806198253620534,0.1417157360084151,21312
0.1,0.11401558325767613,0.145254122521704,2688
0.05,0.09773826163139938,0.14042208667007036,18816
0.25,0.10419967654354102,0.1083764625491298,5184
0.25,0.1257552382337393,0.13269477624249376,24000
0.2,0.11017386922320384,0.12966946831819698,13056
0.25,0.1350029712257765,0.13437494508664827,10944
0.2,0.11988993131547071,0.13308786948240234,24000
0.2,0.12629184761785062,0.13316708562344418,3072
0.3,0.1289881287425124,0.13191118050315198,20928
0.0,0.060896180374497885,0.10853021697044765,4800
0.3,0.13796600220413152,0.12703372497347118,19200
0,0.08501266039412371,0.14829456189636267,24000
0.0,0.09368700134945585,0.15206027488420876,11328
0.15,0.10346858092776315,0.13316896126128874,12672
0.15,0.11030282135951627,0.13424722583478968,24000
0.1,0.09591610010929276,0.13863871848919862,20544
0.15,0.11957889492846731,0.1387933978042754,3456
0.05,0.07037903621435453,0.1063397266681055,4416
0.1,0.10574575467844569,0.13602720166918422,19584
0.05,0.09245073168249272,0.14361435125965413,24000
0.05,0.10142765515252061,0.14658273996510754,11712
0.25,0.12013256481732866,0.1305935151178212,12288
0.25,0.12646638442739555,0.12966729906631733,24000
0.2,0.11112214277754386,0.13171329216293215,20160
0.25,0.1346992996349785,0.13523263158568918,3840
0.2,0.12309577649644296,0.1322515267462015,19968
0.3,0.1081152705794662,0.09761537996671876,4032
0.3,0.13346886092996804,0.1329240211260859,24000
0.0,0.08056890192357184,0.1455328792667108,11904
0.3,0.14208926810141304,0.13139625134922206,12096
0,0.08434021496848419,0.1444690477076623,24000
0.0,0.09721460672380147,0.15074938700824284,4224
0.15,0.10215637853979284,0.1330519016864275,19776
0.1,0.06843374338343222,0.08133394816006471,3648
0.15,0.11562870930316137,0.13529853575085163,20352
0.1,0.10180675807662923,0.14204748957462315,24000
0.05,0.0903628571730434,0.14228245372589138,11520
0.1,0.10838142084827851,0.14008801719577255,12480
0.05,0.09080234745559337,0.1383322700421227,24000
0.05,0.10721277293277226,0.152040508868885,4608
0.25,0.11852627890343835,0.12985048856357276,19392
0.2,0.08650196117262553,0.08129670574300289,3264
0.25,0.13115860333454238,0.13079560298491688,20736
0.2,0.11794708329822595,0.1365525859277108,24000
0.2,0.12395643473435496,0.13306611731820722,12864
